Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.44     0.00      152     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.44     0.00      116     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00      0.44     0.00      110     0.00     0.00  __gnu_cxx::new_allocator<int>::_M_max_size() const
  0.00      0.44     0.00       76     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.44     0.00       74     0.00     0.00  std::__deque_buf_size(unsigned long)
  0.00      0.44     0.00       69     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      0.44     0.00       69     0.00     0.00  std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&)
  0.00      0.44     0.00       69     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.44     0.00       65     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  0.00      0.44     0.00       65     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      0.44     0.00       58     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      0.44     0.00       58     0.00     0.00  std::vector<int, std::allocator<int> >::max_size() const
  0.00      0.44     0.00       58     0.00     0.00  std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      0.44     0.00       58     0.00     0.00  std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  0.00      0.44     0.00       58     0.00     0.00  std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
